FN1_1,FN1_2,FN1_3,FN1_4,FN1_5,FN1_6,FN1_7,FN1_8,FN1_9,FN1_10,FN1_11,FN1_11_1,FN1_11_2,FN1_11_3,FN1_11_4,FN1_13,FN1_13_1,FN1_14,FN1_15,FN1_16,FN1_17,FN1_18,FN1_19,FN1_20,FN1_21,FN1_21_1,FN1_22,FN1_22_1,FN1_22_2,FN1_23,FN1_24,FN1_24_1,FN2_1,FN2_1_1,FN2_2,FN2_2_1,FN2_3,FN2_3_1,FN2_3_2,FN2_3_3,FN2_3_4,FN2_3_5,FN2_4,FN2_5,FN2_5_1,FN2_7,FN2_8,FN2_9,FN2_10,FN2_10_1,FN3_1,FN3_2,FN3_2_1,FN3_2_2,FN3_3,FN3_4_1,FN3_4_2,FN3_6,FN3_7,FN3_8,FN3_10,FN3_10_1,FN3_11,FN3_11_1,PERF_12M
55579.0,0.0,55579.0,0,0.0,0,0,0,0,0,56841,55840,0,0,0.0,55579.0,84806.0,86848.0,41752,51016,34710,47428,134276.0,10000,0,10000,-28892.0,0,0,-28892.0,-18892.0,-58221.0,191775.0,169490.0,176816.0,14959.0,1600,13359,-164544,0,0,0,2985,13359,-164544,2109,3326,12142.0,12080,21031,0,0.0,0,0,6.37,2841,0,-288.92,9374,14492.0,100.0,55579.0,-31269,-41515,0
1699.0,101917.0,1699.0,0,94316.0,0,0,0,0,0,0,397412,0,0,0.0,103616.0,89361.0,114245.0,88910,93009,0,3309,117554.0,28000,0,28000,-55406.0,0,0,-55406.0,-27406.0,11122.0,76153.0,96086.0,4194.0,71959.0,71281,678,-53784,0,0,0,89,678,-53784,2090,115,2653.0,2614,-52989,0,0.0,0,0,0.1,89,0,-197.88,2522,753.0,92.66,96015.0,-112546,74323,0
265014.0,60867.0,265014.0,0,60867.0,0,0,0,0,0,17750,29468,0,0,0.0,325881.0,280809.0,200233.0,195322,205307,0,13637,213870.0,28000,0,28000,-61485.0,0,0,-61485.0,-33485.0,-30072.0,574894.0,508860.0,405423.0,169471.0,185266,-15795,6361,0,0,0,2438,-15795,6361,23854,10120,-2061.0,-2177,-66582,0,0.0,0,0,1.2,2374,0,-219.59,-4706,-19944.0,100.0,325881.0,64781,186388,0
115695.0,70111.0,83169.0,32526,50081.0,0,0,0,0,0,170,713,0,0,0.0,185806.0,190841.0,7408.0,0,78370,0,78330,85738.0,100000,0,100000,-41625.0,0,0,-41625.0,58375.0,53046.0,86117.0,32389.0,61726.0,24391.0,42211,-17820,-43095,0,0,0,857,-17820,-43095,1,845,-18664.0,-18950,34013,0,0.0,0,0,100.0,857,0,-41.62,-19763,-18149.0,89.22,165776.0,108287,20783,0
235559.0,31276.0,185709.0,49850,19921.0,0,0,0,0,0,165090,20930,0,1381,0.0,266835.0,211889.0,165939.0,64269,69085,0,4885,170824.0,96000,0,96000,-107780.0,0,0,-107780.0,-11780.0,8255.0,107378.0,210681.0,70388.0,36990.0,52190,-15200,-14570,0,0,0,0,-15200,-14570,2336,0,-12864.0,-13402,-42895,0,0.0,0,0,0.0,0,0,-112.27,-13396,-15698.0,95.74,255480.0,69620,60383,0
65991.0,47182.0,63908.0,2083,20723.0,0,0,0,0,0,50559,14785,0,770,0.0,113173.0,43889.0,34674.0,0,53212,0,53212,87886.0,116000,0,116000,-166435.0,-1687,0,-166435.0,-52122.0,-37406.0,78759.0,78039.0,45525.0,33234.0,109324,-76090,-3118,0,0,0,500,-76090,-3118,10096,472,-66466.0,-68470,-37139,0,0.0,0,0,100.0,500,0,-144.93,-68970,-77300.0,76.62,86714.0,31317,51100,0
155646.0,143171.0,113656.0,41990,130548.0,0,0,0,0,0,9497,12819,0,0,0.0,298817.0,168388.0,158815.0,147350,147431,9643,371,159186.0,10000,0,10000,23558.0,0,0,23558.0,33558.0,34681.0,101964.0,66762.0,53857.0,48107.0,42485,5622,9267,0,0,0,0,5622,9267,1939,404,7157.0,5688,16725,0,0.0,0,0,0.0,0,0,235.58,5696,5898.0,95.78,286194.0,-3169,53609,0
217459.0,33122.0,141740.0,75719,22786.0,0,0,0,0,0,78276,66138,0,0,0.0,250581.0,272826.0,46259.0,24955,23881,256,120,46379.0,48000,0,48000,23261.0,0,0,23261.0,71261.0,54421.0,515354.0,369331.0,358794.0,156560.0,114111,42449,93307,0,0,0,0,42449,93307,9774,47,52176.0,49080,223780,0,0.0,0,0,0.0,0,0,48.46,49089,39309.0,95.88,240245.0,171200,-67455,0
131577.0,13182.0,74529.0,57048,2182.0,0,0,0,0,0,19815,31179,0,0,0.0,144759.0,132683.0,50054.0,18334,19246,15853,284,50338.0,51000,0,51000,6528.0,0,0,6528.0,57528.0,44910.0,267364.0,433126.0,162999.0,104365.0,125430,-21065,-9257,0,0,0,0,-21065,-9257,2439,1,-18627.0,-18638,16426,0,0.0,0,0,0.0,0,0,12.8,-18600,-20683.0,92.4,133759.0,81523,-44974,0
172530.0,69724.0,172530.0,0,1898.0,0,0,0,0,0,3564,14622,0,67826,0.0,242254.0,141407.0,25184.0,23081,22059,0,323,25507.0,2000,59559,61559,-22095.0,0,0,37464.0,39464.0,-1512.0,120948.0,127190.0,0.0,120948.0,132721,-11773,-53610,0,0,0,106,-11773,-53610,22,0,-11751.0,-11753,-32441,0,0.0,0,0,0.46,106,0,1873.2,-11847,-11851.0,72.0,174428.0,147346,-65831,0
14102.0,37400.0,14102.0,0,17400.0,0,0,0,0,0,0,397412,0,0,0.0,51502.0,36237.0,86262.0,83689,80410,0,2447,88709.0,25000,0,25000,-51677.0,0,0,-51677.0,-26677.0,-12455.0,14388.0,18530.0,0.0,14388.0,50183,-35795,99611,0,0,0,0,-35795,99611,1235,0,-34560.0,-35876,-50124,0,0.0,0,0,0.0,0,0,-206.71,-35874,-37088.0,61.17,31502.0,-72160,74039,0
44920.0,94982.0,26770.0,18150,13117.0,0,0,0,0,0,5080,2898,0,0,42332.0,139902.0,22217.0,23108.0,12846,15166,0,2077,25185.0,20000,0,20000,28443.0,0,0,28443.0,48443.0,66002.0,50379.0,48514.0,38029.0,12350.0,37870,-25520,24534,0,0,0,138,-25520,24534,54105,358,28227.0,27537,92946,0,0.0,0,0,1.06,138,0,142.22,27437,-25401.0,41.48,58037.0,21812,-16042,0
151960.0,130001.0,60320.0,91640,101111.0,0,0,0,0,0,6231,16602,0,0,0.0,281961.0,267084.0,202643.0,52004,92080,71216,38851,241494.0,9000,0,9000,67811.0,0,0,67811.0,76811.0,120467.0,381700.0,106863.0,291955.0,89745.0,84169,5576,-12081,0,0,0,14773,5576,-12081,637,16678,-10465.0,-10461,-9331,0,0.0,0,0,22.13,14775,0,753.46,-24778,8876.0,89.75,253071.0,-50683,91284,0
73091.0,25000.0,60246.0,12845,0.0,0,0,0,0,0,42349,18330,0,0,0.0,98091.0,98151.0,223962.0,135323,132123,1564,-1276,222686.0,47000,0,47000,-76224.0,0,0,-76224.0,-29224.0,-39172.0,192760.0,199378.0,28766.0,163994.0,124527,39467,-149282,0,0,0,0,39467,-149282,3417,0,42884.0,42883,-53575,0,0.0,0,0,0.0,0,0,-162.18,42888,39429.0,74.51,73091.0,-150871,134898,0
71157.0,99914.0,61409.0,9748,33043.0,0,0,0,0,0,54121,79343,0,0,0.0,171071.0,185687.0,61527.0,15156,170568,41658,155568,217095.0,10000,0,10000,-88211.0,0,0,-88211.0,-78211.0,-121096.0,458732.0,483018.0,326142.0,132590.0,191834,-59244,297,0,0,0,321,-59244,297,17682,242,-41804.0,-41812,-2081,0,0.0,0,0,2.07,321,0,-882.11,-42160,-60098.0,60.91,104200.0,9630,127079,0
230014.0,67969.0,206174.0,23840,37110.0,0,0,0,0,0,206811,178935,0,0,0.0,297983.0,231596.0,185223.0,126295,117416,44903,-5859,179364.0,10000,0,10000,96509.0,0,0,96509.0,106509.0,92817.0,560242.0,410548.0,415574.0,144668.0,72717,71951,49266,0,0,0,2000,71951,49266,1098,2184,70865.0,65658,27624,0,0.0,0,0,1.58,2022,0,965.09,63764,69925.0,89.64,267124.0,44791,78067,0
166204.0,49147.0,166204.0,0,680.0,0,0,0,0,0,48276,92391,0,0,0.0,215351.0,256732.0,77759.0,73880,72111,0,-1385,76374.0,103000,0,103000,42821.0,-1003,0,42821.0,144818.0,144384.0,169182.0,312500.0,102788.0,66394.0,13093,53301,50673,0,0,0,0,53301,50673,7288,0,60589.0,55065,106151,0,0.0,0,0,0.0,0,0,40.6,54449,46585.0,77.49,166884.0,88445,-14992,0
168286.0,68568.0,112143.0,56143,16009.0,0,0,0,0,0,51214,37320,0,0,0.0,236854.0,203524.0,107677.0,17417,18019,32866,474,108151.0,10000,0,10000,52333.0,0,0,52333.0,62333.0,59261.0,556479.0,641221.0,345765.0,210714.0,185404,25310,29725,0,0,0,0,25310,29725,1738,1309,25739.0,23691,19096,0,0.0,0,0,0.0,0,0,523.33,23692,21627.0,77.81,184295.0,60609,-27517,0
57.0,65676.0,57.0,0,25557.0,0,0,0,0,0,289,1485,0,3260,0.0,65733.0,49758.0,77171.0,0,62217,0,62217,139388.0,49000,0,49000,-83013.0,0,0,-83013.0,-34013.0,23794.0,136328.0,201073.0,0.0,136328.0,232437,-96109,-37750,0,0,0,2372,-96109,-37750,1087,2635,-97657.0,-97668,-2594,0,0.0,0,0,100.0,2440,0,-169.41,-100053,-95145.0,38.97,25614.0,-77114,21581,0
256687.0,45824.0,103463.0,153224,3417.0,0,0,0,0,0,2063,311,0,0,0.0,302511.0,160902.0,119598.0,19438,97435,0,77130,196728.0,10000,0,10000,28215.0,0,0,28215.0,38215.0,-4747.0,694130.0,491890.0,525571.0,168559.0,216332,-47773,-35080,0,0,0,1432,-47773,-35080,2367,1147,-46553.0,-46550,-34130,0,0.0,0,0,7.31,1532,0,282.15,-47909,-45671.0,85.98,260104.0,137089,82025,0
25405.0,0.0,25405.0,0,0.0,0,0,0,0,0,17042,51133,0,0,0.0,25405.0,59261.0,60799.0,15250,29067,290,13967,74766.0,41000,0,41000,-111959.0,0,0,-111959.0,-70959.0,-10246.0,78233.0,54708.0,54453.0,23780.0,93040,-69260,135005,0,0,0,542,-69260,135005,49,793,-70004.0,-70012,119529,0,0.0,0,0,3.43,542,0,-273.07,-70551,-69318.0,100.0,25405.0,-35394,19524,0
189684.0,111816.0,115053.0,74631,48419.0,0,0,0,0,0,80149,116203,0,0,0.0,301500.0,271318.0,79536.0,0,163879,30643,163879,243415.0,100000,0,100000,23108.0,0,0,23108.0,123108.0,69022.0,188050.0,105775.0,111519.0,76531.0,95901,-19370,-46299,0,0,0,3965,-19370,-46299,14,4974,-24330.0,-24341,-63804,0,0.0,0,0,100.0,3964,0,23.11,-28255,-20771.0,78.97,238103.0,110148,155663,0
207283.0,44469.0,14618.0,192665,4456.0,0,0,0,0,0,177,4851,0,0,0.0,251752.0,204162.0,216920.0,23870,17496,0,-7504,209416.0,10000,0,10000,-19204.0,0,0,-19204.0,-9204.0,-18120.0,110452.0,370482.0,116867.0,-6415.0,8687,-15102,-10636,0,0,0,1056,-15102,-10636,4922,3466,-13646.0,-14131,-22949,0,0.0,0,0,4.24,1056,0,-192.04,-15148,-13752.0,84.11,211739.0,-9637,8357,0
54938.0,129503.0,6945.0,47993,21672.0,0,0,0,0,0,4084,13770,0,104687,0.0,184441.0,154999.0,111167.0,56085,138410,0,81489,192656.0,48000,0,48000,-136059.0,0,0,-136059.0,-88059.0,-9691.0,6739.0,12311.0,4719.0,2020.0,34331,-32311,-5421,0,0,0,2042,-32311,-5421,46401,1879,12211.0,12155,9687,0,0.0,0,0,3.53,2051,0,-283.46,10031,-32268.0,41.54,76610.0,-56229,139710,0
188295.0,13564.0,129801.0,58494,0.0,0,0,0,0,0,74893,63367,0,0,0.0,201859.0,197173.0,30924.0,18281,58519,0,40940,71864.0,50000,0,50000,26238.0,0,0,26238.0,76238.0,57819.0,312529.0,254232.0,240851.0,71678.0,95758,-24080,-5854,0,0,0,869,-24080,-5854,4793,870,-20157.0,-20411,-23833,0,0.0,0,0,4.54,869,0,52.48,-21191,-24134.0,93.28,188295.0,157371,50952,0
178080.0,122000.0,178080.0,0,0.0,0,0,0,0,0,79243,128649,0,0,0.0,300080.0,244509.0,74191.0,70215,42388,0,11182,85373.0,10000,0,10000,22114.0,0,0,22114.0,32114.0,177474.0,199022.0,242378.0,185271.0,13751.0,30086,-16335,-16850,0,0,0,2839,-16335,-16850,14102,2760,-4993.0,-5738,23722,0,0.0,0,0,3.92,2867,0,221.14,1627,-17526.0,59.34,178080.0,103889,40965,0
165436.0,12187.0,80120.0,85316,11987.0,0,0,0,0,0,66389,32278,0,0,0.0,177623.0,196763.0,53235.0,14955,14314,17449,-1157,52078.0,1000,0,1000,110160.0,0,0,110160.0,111160.0,82984.0,577993.0,377171.0,443559.0,134434.0,80375,54059,30174,0,0,0,0,54059,30174,1026,448,54637.0,48590,-69182,0,0.0,0,0,0.0,0,0,11016.0,48610,49454.0,99.89,177423.0,112201,-2581,0
39957.0,33376.0,14617.0,25340,0.0,0,0,0,0,0,0,397412,0,0,0.0,73333.0,59860.0,50922.0,19500,18735,315,18,50940.0,30000,0,30000,3547.0,0,0,3547.0,33547.0,13867.0,117472.0,94748.0,63115.0,54357.0,41543,12814,81626,0,0,0,0,12814,81626,14798,98,27514.0,20880,19290,0,0.0,0,0,0.0,0,0,11.82,20888,7381.0,54.49,39957.0,-10965,-6044,0
227539.0,7650.0,227539.0,0,7650.0,0,0,0,0,0,105882,85233,0,0,0.0,235189.0,186070.0,52552.0,0,45085,6626,45085,97637.0,49000,0,49000,27815.0,0,0,27815.0,76815.0,76398.0,549151.0,513595.0,437847.0,111304.0,61732,49572,63838,0,0,0,2818,49572,63838,1816,2646,48742.0,40930,36038,0,0.0,0,0,100.0,2690,0,56.77,39838,41016.0,100.0,235189.0,174987,41019,0
86051.0,21848.0,86051.0,0,21848.0,0,0,0,0,0,605,16219,0,0,0.0,107899.0,64244.0,73385.0,420,1600,0,1600,74985.0,1000,0,1000,20545.0,0,0,20545.0,21545.0,22613.0,152243.0,15574.0,2229.0,150014.0,196155,-46141,-60050,0,0,0,0,-46141,-60050,5946,0,-40195.0,-40194,-66994,0,0.0,0,0,0.0,0,0,2054.5,-40150,-45048.0,100.0,107899.0,12666,-50102,0
154939.0,25554.0,101947.0,52992,0.0,0,0,0,0,0,5484,42313,0,4937,0.0,180493.0,178691.0,149825.0,0,180000,7434,180000,329825.0,10000,0,10000,-105979.0,0,0,-105979.0,-95979.0,-110881.0,67046.0,138608.0,72502.0,-5456.0,34662,-40118,-20129,0,0,0,991,-40118,-20129,2710,982,-38390.0,-38388,12618,0,0.0,0,0,100.0,991,0,-1059.79,-39384,-39799.0,85.84,154939.0,5114,128303,0
272000.0,48048.0,237614.0,34386,37868.0,0,0,0,0,0,134934,51273,0,0,0.0,320048.0,346100.0,125713.0,88950,113441,7481,24525,150238.0,48000,0,48000,51900.0,0,0,51900.0,99900.0,53071.0,342992.0,294012.0,260093.0,82899.0,52881,30018,-64634,0,0,0,3066,30018,-64634,7634,3176,34476.0,34437,75323,0,0.0,0,0,3.29,3022,0,108.12,37529,30298.0,96.82,309868.0,146287,71259,0
13180.0,0.0,11329.0,1851,0.0,0,0,0,0,0,0,397412,0,0,0.0,13180.0,22044.0,53568.0,53053,53906,61,2906,56474.0,9000,0,9000,-7645.0,0,0,-7645.0,1355.0,97801.0,25101.0,33733.0,16481.0,8620.0,2617,6003,10469,0,0,0,0,6003,10469,13,2,6014.0,5661,15632,0,0.0,0,0,0.0,0,0,-84.94,5674,5646.0,100.0,13180.0,-40388,45691,0
200700.0,30584.0,126972.0,73728,1240.0,0,0,0,0,0,46855,37142,0,0,0.0,231284.0,104437.0,133957.0,35623,28069,0,-6431,127526.0,40000,0,40000,-23657.0,0,0,-23657.0,16343.0,17031.0,455043.0,372381.0,351065.0,103978.0,65527,38451,180022,0,0,0,1888,38451,180022,15037,1782,51706.0,41308,42769,0,0.0,0,0,5.0,1876,0,-59.14,39271,28167.0,87.31,201940.0,66743,19265,0
182628.0,23637.0,110874.0,71754,13638.0,0,0,0,0,0,35960,8897,0,0,0.0,206265.0,183877.0,61392.0,0,71272,2373,71272,132664.0,96000,0,96000,3245.0,0,0,3245.0,99245.0,66860.0,389883.0,434483.0,176839.0,213044.0,243559,-30515,-10533,0,0,0,2337,-30515,-10533,52296,2687,19094.0,15017,102566,0,0.0,0,0,100.0,2353,0,3.38,12624,-36210.0,95.15,196266.0,121236,-3456,0
107742.0,21592.0,53643.0,54099,10346.0,0,0,0,0,0,21,355872,0,6470,0.0,129334.0,95589.0,73052.0,1054,0,717,-1100,71952.0,103000,0,103000,-57355.0,-1231,0,-57355.0,44414.0,-106821.0,72016.0,225168.0,15345.0,56671.0,62510,-5839,-75406,0,0,0,0,-5839,-75406,5586,1202,-1455.0,-1512,18752,0,0.0,0,0,0.0,0,0,-56.88,-1471,-6100.0,91.3,118088.0,34690,-44665,0
248203.0,7501.0,199984.0,48219,0.0,0,0,0,0,0,5619,3642,0,2621,0.0,255704.0,119600.0,148725.0,66881,96764,60999,29924,178649.0,50000,0,50000,69225.0,0,0,69225.0,119225.0,115281.0,544180.0,603546.0,413537.0,130643.0,93634,37009,40221,0,0,0,1396,37009,40221,583,8013,29579.0,26327,-2950,0,0.0,0,0,2.06,1406,0,138.45,25117,35154.0,97.07,248203.0,99478,1824,0
108979.0,52019.0,65687.0,43292,47906.0,0,0,0,0,0,60341,47666,0,0,0.0,160998.0,196078.0,12166.0,312,0,7425,0,12166.0,49000,0,49000,61924.0,0,0,61924.0,110924.0,114812.0,285180.0,174503.0,187213.0,97967.0,53376,44591,80730,0,0,0,1392,44591,80730,612,4132,41071.0,34272,126848,0,0.0,0,0,80.99,1329,0,126.38,32896,37119.0,97.45,156885.0,96813,-12655,0
131661.0,8727.0,116944.0,14717,7647.0,0,0,0,0,0,110890,65657,0,1080,0.0,140388.0,95543.0,126597.0,113762,120000,0,8911,135508.0,10000,83978,93978,-9883.0,0,0,74095.0,84095.0,49815.0,263421.0,260466.0,164560.0,98861.0,86958,11903,119902,0,0,0,2462,11903,119902,2047,2603,11347.0,5385,273545,0,0.0,0,0,2.12,2460,0,740.95,3154,5984.0,99.23,139308.0,5064,107757,0
94050.0,28344.0,48634.0,45416,23335.0,0,0,0,0,0,17276,73621,0,1960,0.0,122394.0,124078.0,34287.0,0,77627,0,77627,111914.0,28000,0,28000,3085.0,0,0,3085.0,31085.0,36763.0,42516.0,37585.0,38948.0,3568.0,12773,-9205,-185794,0,0,0,475,-9205,-185794,11,418,-9612.0,-12822,11757,0,0.0,0,0,100.0,475,0,11.02,-13283,-13064.0,95.91,117385.0,59763,31850,0
147391.0,14381.0,49005.0,98386,4541.0,0,0,0,0,0,9640,2717,0,0,0.0,161772.0,135093.0,120037.0,45080,210569,11444,165889,285926.0,1000,0,1000,-134723.0,0,0,-134723.0,-133723.0,-134346.0,64997.0,207706.0,75824.0,-10827.0,21495,-32322,4159,0,0,0,6132,-32322,4159,1975,6295,-36642.0,-37686,14877,0,0.0,0,0,12.76,6592,0,-13472.3,-43204,-32210.0,93.92,151932.0,27354,185914,0
237216.0,19596.0,201849.0,35367,0.0,0,0,0,0,0,3319,7252,0,0,0.0,256812.0,238455.0,174339.0,0,100475,0,100475,274814.0,10000,0,10000,-29220.0,0,0,-29220.0,-19220.0,9532.0,290314.0,256063.0,0.0,290314.0,224585,65729,114958,0,0,0,2400,65729,114958,4796,2408,68117.0,53610,89101,0,0.0,0,0,100.0,2345,0,-292.2,51812,50370.0,92.37,237216.0,62877,745,0
76405.0,71633.0,24292.0,52113,4402.0,0,0,0,0,0,11587,2472,0,65192,0.0,148038.0,132313.0,39062.0,954,103451,26965,143801,182863.0,5000,0,5000,7056.0,0,0,7056.0,12056.0,-247905.0,111188.0,33805.0,89897.0,21291.0,3301,17990,6045,0,0,0,1884,17990,6045,15,1928,16077.0,14714,15295,0,0.0,0,0,66.38,1884,0,141.12,12667,16571.0,54.59,80807.0,37343,70528,0
121820.0,65712.0,58974.0,62846,16011.0,0,0,0,0,0,13783,21556,0,0,49701.0,187532.0,148970.0,48535.0,0,207125,24611,207125,255660.0,5000,0,5000,-94662.0,0,0,-94662.0,-89662.0,-32646.0,272498.0,48973.0,169585.0,102913.0,94542,8371,56279,0,0,0,4524,8371,56279,8937,4381,12927.0,11709,138314,0,0.0,0,0,100.0,4287,0,-1893.24,6884,7692.0,73.5,137831.0,73285,181781,0
74530.0,4328.0,74530.0,0,4328.0,0,0,0,0,0,6272,2398,0,0,0.0,78858.0,74371.0,35878.0,5579,4900,0,3199,39077.0,51000,0,51000,40685.0,0,0,40685.0,91685.0,92402.0,56359.0,20000.0,56306.0,53.0,37524,-37471,-25468,0,0,0,0,-37471,-25468,2583,0,-34888.0,-34884,-16582,0,0.0,0,0,0.0,0,0,79.77,-33557,-36707.0,100.0,78858.0,38652,-5923,0
42128.0,73786.0,20705.0,21423,67786.0,0,0,0,0,0,410,308,0,0,0.0,115914.0,84758.0,0.0,0,157000,0,157000,157000.0,19000,0,19000,39204.0,0,0,39204.0,58204.0,26668.0,14833.0,9643.0,10592.0,4241.0,3790,451,264,0,0,0,5503,451,264,351,6322,-5520.0,-6146,-1526,0,0.0,0,0,100.0,5425,0,206.34,-11739,-294.0,94.82,109914.0,42128,124692,0
57.0,0.0,57.0,0,0.0,0,0,0,0,0,0,397412,0,0,0.0,57.0,88.0,7223.0,4282,4597,0,314,7537.0,5000,0,5000,-27572.0,0,0,-27572.0,-22572.0,-10769.0,121456.0,111077.0,89094.0,32362.0,57567,-25205,481,0,0,0,0,-25205,481,2039,10,-23176.0,-23397,-24256,0,0.0,0,0,0.0,0,0,-551.44,-23396,-25332.0,100.0,57.0,-7166,4306,0
78600.0,43980.0,56184.0,22416,0.0,0,0,0,0,0,56594,40291,0,0,0.0,122580.0,101981.0,105322.0,4840,19469,65684,14594,119916.0,50000,0,50000,-49424.0,0,0,-49424.0,576.0,15020.0,432482.0,228213.0,236078.0,196404.0,202168,-5764,-7404,0,0,0,205,-5764,-7404,12683,300,6619.0,5344,-8326,0,0.0,0,0,4.06,205,0,-98.85,5222,-6418.0,64.12,78600.0,-26722,21368,0
16849.0,95728.0,16849.0,0,87625.0,0,0,0,0,0,0,397412,0,691,7412.0,112577.0,33723.0,73161.0,61985,57000,2300,-8000,65161.0,5000,0,5000,-39771.0,0,0,-39771.0,-34771.0,101549.0,114624.0,57962.0,94631.0,19993.0,25655,-5662,8608,0,0,0,720,-5662,8608,1818,1095,-4939.0,-4941,15784,0,0.0,0,0,1.15,720,0,-795.42,-5569,-3746.0,92.8,104474.0,-56312,48943,0
135407.0,15048.0,71690.0,63717,2588.0,0,0,0,0,0,36273,136998,0,0,670.0,150455.0,201726.0,12978.0,2662,15884,3380,13232,26210.0,50000,0,50000,45064.0,0,0,45064.0,95064.0,108732.0,252877.0,232762.0,176809.0,76068.0,112686,-36618,68037,0,0,0,163,-36618,68037,18302,166,-18482.0,-19644,-5321,0,0.0,0,0,5.77,163,0,90.13,-19189,-36282.0,91.72,137995.0,122429,-37097,0
27285.0,43663.0,27285.0,0,24088.0,0,0,0,0,0,0,397412,0,0,0.0,70948.0,63808.0,20578.0,12533,22793,0,9803,30381.0,10000,0,10000,12057.0,0,0,12057.0,22057.0,7212.0,90767.0,7867.0,11555.0,79212.0,101190,-21978,102596,0,0,0,476,-21978,102596,53478,1506,29994.0,27628,3497,0,0.0,0,0,3.66,476,0,120.57,27195,-21108.0,72.41,51373.0,6707,-6055,0
102133.0,29356.0,74910.0,27223,25587.0,0,0,0,0,0,19426,52571,0,3768,0.0,131489.0,125910.0,37561.0,0,563,1589,563,38124.0,10000,0,10000,41579.0,0,0,41579.0,51579.0,42897.0,294336.0,293851.0,144166.0,150170.0,132519,17651,82929,0,0,0,12851,17651,82929,2353,13691,6313.0,4686,3485,0,0.0,0,0,100.0,12852,0,415.79,-6959,18929.0,97.13,127720.0,64572,-155160,0
42625.0,58489.0,30217.0,12408,28344.0,0,0,0,0,0,118,16338,0,0,0.0,101114.0,45229.0,12274.0,0,195693,0,195693,207967.0,52000,0,52000,-63647.0,0,0,-63647.0,-11647.0,41004.0,184928.0,32031.0,40848.0,144080.0,198834,-54754,16919,0,0,0,1763,-54754,16919,992,1677,-55439.0,-57076,-56408,0,0.0,0,0,100.0,1708,0,-122.4,-58729,-56461.0,70.19,70969.0,30351,186555,0
139957.0,65816.0,87921.0,52036,2117.0,0,0,0,0,0,82918,111099,0,0,0.0,205773.0,196928.0,181408.0,165665,211997,11541,44639,226047.0,10000,0,10000,-118340.0,0,0,-118340.0,-108340.0,54323.0,336116.0,363210.0,297566.0,38550.0,126946,-88396,-7826,0,0,0,6127,-88396,-7826,8,5673,-94061.0,-94033,7053,0,0.0,0,0,3.64,6253,0,-1183.4,-99737,-87025.0,69.04,142074.0,-41451,203348,0
81978.0,71658.0,5562.0,76416,51277.0,0,0,0,0,0,2560,5039,0,505,0.0,153636.0,188935.0,231193.0,128265,121937,80602,-6739,224454.0,9000,0,9000,457.0,0,0,457.0,9457.0,11166.0,309168.0,299643.0,153045.0,156123.0,197743,-41620,-116528,0,0,0,0,-41620,-116528,58,0,-41562.0,-41563,-55592,0,0.0,0,0,0.0,0,0,5.08,-41563,-41627.0,86.73,133255.0,-149215,123825,0
43418.0,14585.0,43418.0,0,14585.0,0,0,0,0,0,0,397412,0,0,0.0,58003.0,36522.0,24748.0,19430,18913,0,-264,24484.0,1000,0,1000,-7283.0,0,0,-7283.0,-6283.0,-2151.0,24493.0,30123.0,0.0,24493.0,16898,7595,11387,0,0,0,126,7595,11387,103,226,7472.0,6236,-141842,0,0.0,0,0,0.64,126,0,-728.3,6131,6377.0,100.0,58003.0,18670,5787,0
122362.0,30.0,78069.0,44293,0.0,0,0,0,0,0,20267,12359,0,0,0.0,122392.0,124078.0,18467.0,0,79280,360,79280,97747.0,100000,0,100000,33832.0,0,0,33832.0,133832.0,98490.0,242580.0,271525.0,99935.0,142645.0,129652,12993,83513,0,0,0,784,12993,83513,50874,948,62919.0,54169,-151517,0,0.0,0,0,100.0,784,0,33.83,53338,4548.0,99.98,122362.0,103895,3386,0
184137.0,63993.0,173263.0,10874,63993.0,0,0,0,0,0,92654,15908,0,0,0.0,248130.0,247868.0,34013.0,0,102409,5470,102409,136422.0,50000,0,50000,25553.0,0,0,25553.0,75553.0,88611.0,701856.0,529800.0,558556.0,143300.0,120517,22783,17075,0,0,0,1854,22783,17075,4579,1721,25641.0,22447,5065,0,0.0,0,0,100.0,1856,0,51.11,24277,21836.0,100.0,248130.0,150124,98791,0
279619.0,1042.0,244381.0,35238,0.0,0,0,0,0,0,53387,67622,0,1042,0.0,280661.0,149879.0,104567.0,32076,103654,19813,69133,173700.0,50000,0,50000,89880.0,0,0,89880.0,139880.0,124412.0,531656.0,334911.0,360538.0,171118.0,110621,60497,190768,0,0,0,3392,60497,190768,4744,5465,59776.0,53365,38492,0,0.0,0,0,9.88,3517,0,179.76,50002,51451.0,99.63,279619.0,175052,-91180,0
185340.0,28282.0,24128.0,161212,7794.0,0,0,0,0,0,12780,2905,0,0,0.0,213622.0,202967.0,309537.0,0,0,61918,0,309537.0,20000,0,20000,1924.0,0,0,1924.0,21924.0,-11612.0,626601.0,606079.0,534996.0,91605.0,97782,-6177,-46984,0,0,0,480,-6177,-46984,4330,665,-2512.0,-3110,11946,0,0.0,0,0,100.0,480,0,9.62,-3585,-7344.0,90.41,193134.0,-124197,-25550,0
